carat,cut,cut_ord,color,clarity,clarity_ord,price
0.58,Ideal,5,F,VS2,5,1666
1.02,Very Good,3,I,SI2,2,3980
1.28,Ideal,5,E,VS1,4,11419
0.51,Ideal,5,E,VVS1,7,2317
0.31,Good,2,I,SI1,3,408
0.31,Ideal,5,E,VS2,5,680
0.71,Premium,4,F,VS2,5,2803
0.7,Ideal,5,F,SI2,2,2355
0.42,Premium,4,H,VVS2,6,984
0.43,Ideal,5,H,SI1,3,891
2.0,Premium,4,I,SI2,2,10528
1.58,Ideal,5,I,SI1,3,9176
0.24,Very Good,3,E,VVS1,7,552
0.3,Ideal,5,H,VVS2,6,776
1.0,Very Good,3,F,SI2,2,3799
0.79,Premium,4,G,VS2,5,2839
1.06,Ideal,5,I,SI1,3,4333
0.57,Ideal,5,I,VS2,5,1258
1.28,Premium,4,H,SI2,2,5161
2.01,Good,2,E,SI2,2,16582
0.33,Premium,4,E,IF,8,1207
0.35,Premium,4,H,VVS1,7,1024
1.67,Ideal,5,H,VS2,5,12327
0.71,Very Good,3,G,SI2,2,2081
1.32,Ideal,5,H,VVS1,7,9572
0.42,Ideal,5,H,SI1,3,700
2.0,Good,2,H,SI2,2,13480
0.92,Premium,4,E,VS1,4,5358
2.11,Very Good,3,F,SI2,2,18071
1.33,Ideal,5,H,VS2,5,7850
2.01,Very Good,3,F,SI2,2,17244
0.41,Ideal,5,I,VVS2,6,894
1.64,Very Good,3,F,SI2,2,8357
0.35,Ideal,5,I,VS1,4,709
0.52,Ideal,5,G,SI1,3,1319
0.58,Ideal,5,D,SI2,2,1436
1.01,Very Good,3,D,SI1,3,4821
0.91,Premium,4,H,VS2,5,4238
1.05,Ideal,5,G,VS2,5,7028
0.41,Premium,4,G,SI1,3,719
0.58,Ideal,5,H,VS1,4,1759
1.78,Premium,4,H,SI2,2,10666
0.33,Ideal,5,G,VS1,4,666
0.51,Very Good,3,J,VS2,5,1047
0.4,Ideal,5,F,VS1,4,1050
0.62,Ideal,5,H,IF,8,2501
0.84,Very Good,3,D,SI2,2,3145
0.71,Very Good,3,E,VS2,5,2964
0.71,Good,2,H,SI1,3,2096
0.53,Ideal,5,G,VVS2,6,2051
1.3,Ideal,5,I,VS2,5,6714
1.0,Good,2,H,SI1,3,4788
0.36,Premium,4,D,VS2,5,852
0.4,Ideal,5,E,VVS2,6,1056
1.0,Premium,4,G,SI2,2,4284
0.31,Premium,4,F,VS2,5,625
0.31,Good,2,D,SI1,3,571
0.3,Ideal,5,D,VS2,5,911
0.26,Ideal,5,H,VS1,4,462
1.5,Very Good,3,F,SI1,3,10962
1.01,Ideal,5,E,VVS2,6,9479
0.7,Very Good,3,F,VS2,5,2362
0.46,Very Good,3,E,SI1,3,968
1.16,Ideal,5,I,SI2,2,4560
0.9,Good,2,G,SI1,3,3669
0.42,Ideal,5,D,VVS2,6,1132
1.02,Very Good,3,E,VS1,4,7253
1.02,Very Good,3,J,SI2,2,3359
0.33,Good,2,I,VS1,4,521
1.59,Premium,4,J,SI1,3,7836
0.41,Ideal,5,G,VVS1,7,1068
0.41,Very Good,3,E,VS1,4,1160
1.04,Premium,4,G,SI1,3,4467
0.75,Fair,1,F,VS1,4,2859
0.4,Ideal,5,G,VS1,4,1125
1.32,Ideal,5,E,VS2,5,10919
0.35,Ideal,5,E,VS2,5,767
0.7,Very Good,3,I,SI1,3,2136
1.58,Good,2,H,SI1,3,9774
0.74,Very Good,3,I,VVS1,7,2666
0.37,Premium,4,E,VS2,5,1041
0.41,Ideal,5,H,SI2,2,787
1.13,Very Good,3,H,VS2,5,5625
0.8,Ideal,5,D,VVS2,6,6004
0.93,Premium,4,G,VS1,4,4793
0.52,Very Good,3,F,VS2,5,1550
1.31,Ideal,5,G,VVS1,7,11146
1.13,Very Good,3,H,SI1,3,4959
2.02,Fair,1,G,I1,1,6346
1.11,Very Good,3,H,SI1,3,5010
2.05,Premium,4,I,SI1,3,16611
1.52,Premium,4,H,VS1,4,11853
0.65,Very Good,3,F,VS2,5,2241
0.31,Ideal,5,H,VVS1,7,671
0.59,Good,2,D,SI1,3,1694
1.03,Ideal,5,F,SI1,3,6183
1.17,Very Good,3,H,SI1,3,4652
1.2,Very Good,3,G,VVS2,6,8712
0.72,Ideal,5,F,SI1,3,2470
1.0,Premium,4,F,VS1,4,7114
1.14,Ideal,5,F,VVS2,6,9316
1.18,Good,2,E,SI2,2,4071
1.6,Ideal,5,H,VS1,4,12681
1.06,Premium,4,G,SI1,3,5183
1.1,Premium,4,E,VVS2,6,10387
0.3,Very Good,3,E,VVS1,7,862
0.93,Ideal,5,G,SI1,3,4546
0.31,Ideal,5,D,VS2,5,879
0.59,Ideal,5,G,SI2,2,1258
1.13,Ideal,5,H,SI1,3,5911
0.31,Ideal,5,E,VVS2,6,1046
1.2,Very Good,3,D,SI1,3,7909
2.01,Premium,4,H,SI1,3,18295
1.72,Very Good,3,G,SI2,2,10697
0.55,Premium,4,F,VS2,5,2376
0.36,Ideal,5,G,VVS2,6,794
0.72,Ideal,5,E,SI1,3,2731
0.4,Ideal,5,H,SI1,3,855
1.02,Ideal,5,E,SI2,2,4478
1.01,Very Good,3,E,VS1,4,7597
0.34,Premium,4,J,VS1,4,574
1.2,Premium,4,G,VS1,4,8056
0.6,Ideal,5,D,VS2,5,2061
1.08,Very Good,3,E,SI2,2,4857
0.31,Ideal,5,I,IF,8,837
2.01,Good,2,H,VS2,5,18640
0.36,Fair,1,F,VS1,4,810
0.33,Ideal,5,E,VS2,5,928
0.7,Very Good,3,E,SI1,3,2239
0.73,Ideal,5,D,VS2,5,3673
1.0,Good,2,E,SI2,2,3752
0.57,Very Good,3,E,SI1,3,1397
0.9,Good,2,E,SI2,2,3422
2.01,Good,2,I,VS2,5,16149
0.51,Ideal,5,F,VVS2,6,2083
1.13,Ideal,5,I,SI1,3,5149
1.7,Premium,4,F,SI2,2,8397
1.0,Good,2,I,SI1,3,3640
0.29,Very Good,3,F,VVS1,7,609
1.03,Very Good,3,G,SI2,2,4413
0.41,Premium,4,E,SI1,3,969
0.32,Ideal,5,E,VS1,4,898
0.9,Premium,4,I,SI2,2,2948
1.31,Premium,4,J,SI1,3,4475
1.1,Premium,4,G,VS2,5,6387
0.37,Premium,4,E,VVS2,6,1082
0.65,Very Good,3,H,SI2,2,1331
0.61,Good,2,F,SI2,2,3807
1.01,Good,2,E,SI1,3,5251
0.34,Premium,4,D,SI1,3,803
0.43,Premium,4,H,VS1,4,1113
1.01,Premium,4,F,VVS2,6,8688
2.0,Good,2,I,VS2,5,16544
1.01,Ideal,5,G,SI1,3,4653
0.43,Ideal,5,H,IF,8,1245
0.3,Very Good,3,G,VS2,5,526
1.02,Ideal,5,F,VS1,4,7091
0.32,Very Good,3,H,SI1,3,591
1.52,Premium,4,D,SI2,2,10487
0.31,Very Good,3,F,VS2,5,625
0.7,Premium,4,E,VS2,5,2822
0.33,Premium,4,H,IF,8,1114
0.29,Ideal,5,F,VVS1,7,858
0.3,Ideal,5,E,VVS2,6,789
0.42,Ideal,5,G,VS1,4,984
0.37,Very Good,3,H,SI1,3,613
1.21,Ideal,5,G,VS1,4,8020
1.6,Good,2,E,SI1,3,12581
0.91,Very Good,3,F,SI2,2,3746
0.81,Premium,4,D,SI2,2,2994
1.21,Ideal,5,E,VS1,4,12111
0.39,Very Good,3,E,SI1,3,670
1.71,Premium,4,E,SI1,3,14319
0.34,Ideal,5,G,VVS2,6,995
0.3,Ideal,5,H,VS2,5,491
0.4,Ideal,5,H,SI1,3,705
1.01,Premium,4,F,SI2,2,4416
0.32,Good,2,E,SI1,3,524
0.41,Ideal,5,E,SI1,3,755
1.33,Premium,4,G,SI2,2,6480
0.3,Ideal,5,D,VS2,5,710
1.27,Ideal,5,H,VS2,5,7937
1.58,Very Good,3,E,SI1,3,12844
0.53,Ideal,5,G,VVS2,6,1941
0.32,Very Good,3,H,VVS2,6,828
1.51,Premium,4,E,VS1,4,16518
0.7,Good,2,G,SI2,2,2268
0.3,Good,2,G,VVS1,7,789
2.48,Ideal,5,I,SI2,2,12883
1.26,Very Good,3,H,SI1,3,6320
0.5,Very Good,3,E,VS2,5,1446
1.7,Very Good,3,I,SI1,3,10341
0.3,Good,2,E,SI1,3,526
2.45,Very Good,3,J,SI2,2,11843
1.25,Ideal,5,H,SI2,2,5670
0.31,Very Good,3,G,SI2,2,408
0.7,Fair,1,H,I1,1,1058
0.31,Ideal,5,E,VS2,5,872
0.92,Fair,1,H,SI2,2,2283
0.9,Very Good,3,D,SI1,3,4579
0.3,Ideal,5,D,VS2,5,911
0.74,Very Good,3,H,VS1,4,2709
1.0,Very Good,3,E,VS2,5,7607
1.52,Ideal,5,F,SI1,3,12182
0.9,Good,2,I,VS2,5,3353
1.01,Fair,1,E,SI2,2,2862
1.14,Very Good,3,F,VVS2,6,8912
0.5,Ideal,5,E,VS2,5,1559
1.02,Ideal,5,E,SI2,2,4465
0.51,Very Good,3,E,SI2,2,1239
1.0,Premium,4,E,SI1,3,5027
0.29,Ideal,5,G,VVS1,7,673
0.59,Fair,1,H,SI2,2,1059
0.72,Very Good,3,J,VVS1,7,2208
0.34,Ideal,5,E,VS1,4,1033
0.4,Ideal,5,I,VVS1,7,790
0.26,Ideal,5,F,VVS1,7,769
0.71,Premium,4,I,VS2,5,2294
0.3,Ideal,5,E,VS2,5,621
1.0,Very Good,3,D,SI1,3,4697
0.25,Very Good,3,E,VVS2,6,560
0.37,Ideal,5,J,VS1,4,624
1.21,Ideal,5,I,VS1,4,7111
0.4,Very Good,3,E,VS2,5,791
0.93,Ideal,5,E,SI1,3,4700
1.02,Very Good,3,D,SI2,2,3971
1.0,Premium,4,E,SI2,2,4200
0.3,Very Good,3,D,SI1,3,614
1.51,Premium,4,G,VS2,5,11746
1.1,Premium,4,D,VS2,5,8796
2.02,Very Good,3,F,SI1,3,15987
0.43,Good,2,G,VS2,5,891
0.51,Premium,4,G,SI2,2,1004
0.7,Ideal,5,D,VS2,5,3092
0.9,Very Good,3,F,VS2,5,4637
1.06,Ideal,5,F,VS2,5,7641
2.07,Ideal,5,G,SI2,2,17614
1.02,Ideal,5,I,SI1,3,3713
0.9,Very Good,3,D,SI1,3,4068
1.09,Premium,4,D,SI2,2,5258
0.9,Ideal,5,G,SI2,2,4077
0.42,Ideal,5,D,VS2,5,961
0.61,Premium,4,F,SI2,2,1303
0.74,Ideal,5,E,VS2,5,2901
1.18,Ideal,5,G,VS1,4,8414
0.9,Very Good,3,F,SI2,2,3977
2.0,Very Good,3,J,SI2,2,10907
1.0,Fair,1,G,VS2,5,5484
0.4,Very Good,3,F,SI1,3,737
2.01,Premium,4,H,SI2,2,12423
0.71,Ideal,5,D,SI1,3,2822
1.27,Premium,4,J,VS1,4,5618
1.5,Good,2,D,SI2,2,7722
0.41,Premium,4,G,VVS1,7,1230
0.32,Premium,4,G,VS2,5,720
0.32,Ideal,5,E,SI2,2,456
0.32,Premium,4,E,SI1,3,720
0.33,Ideal,5,I,SI1,3,445
1.27,Very Good,3,I,SI1,3,6654
0.32,Very Good,3,H,VS2,5,505
0.32,Premium,4,G,VVS1,7,842
0.9,Premium,4,G,VS1,4,4460
0.7,Ideal,5,F,VS2,5,3011
0.9,Fair,1,H,SI2,2,2883
1.02,Ideal,5,F,VS2,5,6597
0.52,Very Good,3,F,VVS2,6,2035
1.24,Premium,4,I,SI2,2,4375
0.51,Premium,4,G,VS2,5,1443
1.39,Premium,4,F,SI1,3,8476
1.37,Very Good,3,G,SI2,2,6148
2.01,Premium,4,J,VS1,4,12963
0.44,Premium,4,E,VS2,5,1073
0.54,Premium,4,E,SI1,3,1637
2.03,Ideal,5,I,SI2,2,13398
1.83,Premium,4,I,SI1,3,11883
1.08,Good,2,E,SI1,3,5575
0.3,Ideal,5,E,VS2,5,844
0.41,Ideal,5,D,VS2,5,1177
1.09,Ideal,5,D,SI1,3,6133
1.16,Premium,4,G,SI2,2,4969
1.2,Premium,4,E,SI1,3,6742
0.41,Ideal,5,D,SI2,2,876
0.7,Very Good,3,G,SI1,3,2088
1.2,Very Good,3,H,SI1,3,6199
0.54,Very Good,3,H,SI2,2,1194
0.72,Good,2,J,VS1,4,2062
0.46,Ideal,5,I,VVS2,6,1006
0.7,Premium,4,G,SI2,2,2177
0.4,Ideal,5,E,SI2,2,629
0.44,Ideal,5,E,VVS2,6,1274
0.7,Premium,4,J,VVS1,7,1844
0.34,Good,2,E,SI1,3,596
1.14,Premium,4,H,SI2,2,3830
1.7,Premium,4,F,VS1,4,18598
1.27,Very Good,3,J,VS1,4,5690
0.31,Good,2,H,VVS2,6,802
1.52,Very Good,3,J,VS2,5,7467
0.91,Ideal,5,E,SI1,3,5458
0.91,Good,2,G,SI2,2,3340
0.5,Premium,4,E,SI2,2,1286
0.53,Ideal,5,E,VVS1,7,3323
0.4,Premium,4,J,IF,8,1063
0.23,Very Good,3,E,VVS1,7,485
1.01,Fair,1,D,SI2,2,4538
1.04,Very Good,3,H,VS2,5,4911
0.31,Ideal,5,D,VS2,5,942
1.57,Ideal,5,I,SI1,3,9460
1.09,Ideal,5,D,SI1,3,6532
0.77,Very Good,3,G,SI1,3,2635
0.66,Ideal,5,H,SI1,3,1936
0.56,Ideal,5,G,SI1,3,1417
0.41,Premium,4,E,SI1,3,852
1.03,Ideal,5,G,SI2,2,3692
1.24,Ideal,5,H,VS1,4,7222
1.16,Premium,4,G,VVS2,6,9146
0.71,Ideal,5,F,SI2,2,2445
0.33,Very Good,3,H,VVS2,6,614
1.02,Ideal,5,G,VS1,4,6968
0.31,Premium,4,G,VS1,4,802
0.7,Premium,4,G,VS2,5,2657
0.31,Premium,4,D,VVS1,7,942
0.4,Ideal,5,J,SI1,3,612
1.09,Ideal,5,I,VS1,4,6225
0.42,Ideal,5,D,VVS1,7,1621
0.33,Ideal,5,F,VVS1,7,955
0.47,Ideal,5,D,VVS1,7,2378
1.18,Premium,4,I,SI2,2,4579
1.51,Very Good,3,E,SI1,3,9474
0.51,Ideal,5,E,VVS2,6,2301
0.34,Good,2,F,SI1,3,581
0.3,Very Good,3,H,VVS2,6,776
2.51,Premium,4,H,SI2,2,14543
1.01,Very Good,3,D,IF,8,15219
0.27,Very Good,3,E,VS2,5,449
0.71,Very Good,3,G,VS1,4,2982
0.33,Ideal,5,G,VVS2,6,752
0.37,Premium,4,I,VS1,4,584
0.57,Ideal,5,F,VS1,4,2189
0.31,Very Good,3,H,VS1,4,544
0.31,Ideal,5,E,VS2,5,680
0.79,Ideal,5,D,VS2,5,3818
0.31,Premium,4,I,VS1,4,489
1.59,Premium,4,F,VS2,5,15461
0.51,Premium,4,F,SI2,2,1052
0.42,Ideal,5,D,VS2,5,1031
0.45,Ideal,5,I,VS2,5,748
0.9,Very Good,3,I,VS1,4,3656
1.51,Premium,4,G,SI1,3,10020
0.62,Very Good,3,F,VS2,5,2041
0.6,Ideal,5,E,VVS2,6,2860
0.72,Ideal,5,H,VS2,5,2443
0.31,Ideal,5,F,IF,8,901
0.9,Good,2,F,VS2,5,4617
0.32,Ideal,5,E,VS2,5,702
1.0,Premium,4,E,VS1,4,8176
0.95,Very Good,3,H,SI2,2,3335
0.3,Ideal,5,H,VS1,4,675
1.19,Premium,4,I,SI2,2,4498
0.44,Very Good,3,J,VS1,4,891
0.7,Fair,1,D,SI2,2,1770
0.3,Very Good,3,D,VS2,5,710
0.71,Very Good,3,I,VVS2,6,2495
0.7,Good,2,H,VVS2,6,2699
1.13,Premium,4,H,SI2,2,4873
0.46,Ideal,5,J,VVS1,7,953
0.41,Good,2,J,VS2,5,611
0.96,Premium,4,E,SI2,2,2961
1.2,Ideal,5,D,VS2,5,9912
1.51,Very Good,3,E,SI2,2,7848
1.02,Premium,4,H,VS2,5,5241
1.0,Very Good,3,E,SI1,3,5351
1.06,Premium,4,F,SI2,2,4452
0.41,Ideal,5,F,VS2,5,1085
0.73,Ideal,5,F,SI1,3,2737
1.51,Ideal,5,H,VS2,5,11540
0.57,Good,2,E,SI2,2,1214
1.06,Premium,4,E,SI2,2,4654
2.2,Very Good,3,I,SI2,2,15424
1.28,Ideal,5,G,SI2,2,6548
1.02,Very Good,3,H,SI2,2,4039
0.7,Ideal,5,G,SI2,2,2480
0.58,Ideal,5,F,SI2,2,1208
0.77,Very Good,3,F,VVS2,6,3415
0.76,Ideal,5,G,VS2,5,2954
2.02,Premium,4,H,SI1,3,14574
1.51,Very Good,3,E,SI1,3,11460
0.8,Premium,4,D,SI1,3,3441
0.3,Good,2,H,SI1,3,540
0.3,Good,2,F,SI1,3,500
0.54,Ideal,5,G,IF,8,2271
0.54,Premium,4,D,VVS2,6,2323
0.42,Ideal,5,F,SI1,3,691
0.26,Very Good,3,E,VVS2,6,554
1.05,Ideal,5,J,SI1,3,4405
1.2,Very Good,3,F,SI2,2,4502
1.11,Good,2,H,SI1,3,4606
0.54,Ideal,5,H,VS1,4,1630
1.04,Very Good,3,D,IF,8,18542
1.08,Ideal,5,G,VS2,5,6706
1.05,Good,2,E,SI2,2,4204
0.42,Premium,4,G,VS1,4,921
1.0,Ideal,5,F,SI2,2,4372
0.24,Very Good,3,E,VS2,5,419
0.58,Ideal,5,D,VS2,5,2590
0.58,Ideal,5,J,VS2,5,1196
0.35,Premium,4,E,SI2,2,630
0.41,Premium,4,E,VS1,4,1079
0.32,Premium,4,F,SI1,3,684
0.32,Premium,4,G,VS2,5,561
0.56,Ideal,5,H,VS1,4,1691
0.96,Good,2,H,VS1,4,4456
0.52,Premium,4,F,VS2,5,1605
0.4,Very Good,3,E,VS2,5,888
0.75,Ideal,5,I,VS2,5,2680
1.21,Ideal,5,F,SI1,3,6659
0.51,Ideal,5,F,VVS2,6,1998
1.01,Fair,1,H,SI1,3,4256
0.53,Ideal,5,G,SI2,2,1171
1.0,Very Good,3,G,VVS2,6,7589
1.03,Premium,4,E,VS1,4,7919
0.51,Ideal,5,D,VS2,5,1882
1.01,Good,2,F,SI1,3,4199
0.4,Ideal,5,H,VVS1,7,1088
0.66,Premium,4,E,SI1,3,1708
0.7,Very Good,3,F,VVS1,7,3622
0.52,Ideal,5,G,VS1,4,1694
1.06,Ideal,5,G,SI2,2,4467
1.01,Very Good,3,D,SI1,3,6270
0.31,Premium,4,E,VS1,4,734
0.71,Premium,4,D,SI1,3,2913
1.01,Good,2,G,SI1,3,4672
1.23,Ideal,5,I,VS2,5,6817
0.9,Premium,4,D,SI2,2,3312
1.21,Ideal,5,H,VS2,5,7562
1.32,Premium,4,G,VS1,4,9979
1.5,Good,2,E,VVS2,6,17449
0.8,Premium,4,G,SI1,3,2760
0.91,Ideal,5,F,SI1,3,5176
1.51,Very Good,3,F,SI2,2,8462
1.0,Very Good,3,D,SI2,2,4541
0.32,Premium,4,H,VS1,4,720
1.02,Premium,4,G,VS2,5,5407
0.5,Very Good,3,E,SI1,3,1415
0.74,Premium,4,F,SI1,3,2042
0.55,Very Good,3,J,SI1,3,965
0.71,Fair,1,D,SI1,3,2372
1.0,Good,2,G,VS1,4,5920
1.52,Very Good,3,F,VS1,4,15819
0.42,Very Good,3,D,VS1,4,912
0.33,Ideal,5,E,VVS1,7,984
2.05,Ideal,5,E,SI1,3,18193
1.52,Premium,4,I,SI1,3,9295
1.0,Very Good,3,D,SI1,3,5390
0.32,Ideal,5,D,VS2,5,972
1.04,Very Good,3,F,IF,8,10515
0.41,Ideal,5,E,VS2,5,999
1.11,Ideal,5,H,SI2,2,5496
1.51,Good,2,I,SI1,3,7365
0.36,Ideal,5,D,VS2,5,1094
0.42,Premium,4,G,VVS1,7,1179
2.1,Ideal,5,I,SI1,3,13182
0.74,Very Good,3,E,SI2,2,2391
1.51,Very Good,3,F,SI1,3,12141
0.34,Ideal,5,D,VS1,4,780
1.08,Good,2,J,VS2,5,3980
0.33,Ideal,5,D,VS2,5,681
0.51,Premium,4,D,SI1,3,1687
1.02,Ideal,5,E,VS1,4,8096
0.42,Ideal,5,H,VVS2,6,921
1.25,Good,2,I,SI2,2,3465
0.57,Ideal,5,I,VS1,4,1355
0.35,Ideal,5,G,VS1,4,741
0.7,Fair,1,E,VS2,5,2437
1.63,Very Good,3,H,SI1,3,10721
0.25,Very Good,3,D,VVS2,6,548
0.38,Very Good,3,E,SI1,3,640
1.07,Very Good,3,D,SI1,3,6002
1.1,Very Good,3,D,SI2,2,4361
0.72,Ideal,5,H,VVS2,6,3334
0.36,Very Good,3,H,VS1,4,631
1.21,Premium,4,J,VVS1,7,6001
0.56,Very Good,3,H,VVS2,6,1723
0.5,Premium,4,G,VVS2,6,1838
1.01,Good,2,E,VS1,4,7665
1.0,Very Good,3,E,IF,8,11214
0.3,Ideal,5,G,VVS2,6,665
1.11,Very Good,3,G,SI2,2,4816
0.7,Ideal,5,I,VS1,4,2398
1.03,Fair,1,J,SI2,2,3149
0.33,Premium,4,E,VVS1,7,1052
0.78,Very Good,3,G,SI1,3,2721
2.28,Premium,4,H,SI2,2,17892
1.58,Very Good,3,G,VS1,4,13963
1.69,Ideal,5,H,I1,1,6757
0.83,Very Good,3,D,SI1,3,2811
1.15,Very Good,3,J,SI2,2,4021
1.42,Ideal,5,G,VS2,5,10735
2.01,Very Good,3,I,VS2,5,15675
0.39,Good,2,F,VS2,5,681
1.08,Ideal,5,I,VS2,5,5000
1.12,Premium,4,G,SI1,3,5233
1.01,Good,2,F,SI1,3,4989
1.01,Premium,4,I,SI1,3,4129
1.44,Very Good,3,D,VS2,5,10967
0.31,Ideal,5,G,VVS2,6,707
3.0,Premium,4,G,I1,1,13203
0.36,Ideal,5,E,SI1,3,810
0.3,Very Good,3,G,VS1,4,605
0.7,Premium,4,F,VS2,5,2648
0.71,Premium,4,H,VS2,5,2363
0.42,Premium,4,F,VVS2,6,1142
1.31,Ideal,5,H,SI2,2,6225
0.71,Ideal,5,J,VS1,4,2034
0.85,Ideal,5,G,SI1,3,3023
1.01,Ideal,5,D,VS2,5,7602
0.32,Premium,4,H,VS2,5,648
1.1,Premium,4,G,VS2,5,6121
0.32,Ideal,5,H,VVS2,6,828
0.7,Ideal,5,J,VVS1,7,1945
0.5,Very Good,3,J,SI1,3,990
0.4,Very Good,3,E,VVS2,6,1017
1.15,Very Good,3,H,SI2,2,4767
0.92,Good,2,I,SI1,3,3382
0.31,Very Good,3,H,VVS2,6,625
0.31,Ideal,5,G,IF,8,891
0.71,Fair,1,G,SI2,2,1691
0.73,Very Good,3,E,SI1,3,2564
0.9,Very Good,3,I,VS1,4,3447
1.01,Premium,4,H,SI1,3,4977
0.31,Good,2,G,VVS2,6,707
0.7,Good,2,F,SI1,3,2161
0.3,Good,2,J,VVS2,6,483
0.39,Ideal,5,E,VS2,5,985
0.51,Very Good,3,G,SI1,3,1237
0.4,Good,2,J,VS1,4,734
0.33,Ideal,5,G,VS2,5,579
1.23,Premium,4,G,VVS2,6,8810
0.72,Ideal,5,G,SI2,2,2079
0.43,Premium,4,G,VVS1,7,1264
1.31,Ideal,5,H,VS1,4,8617
0.38,Very Good,3,E,VVS2,6,1000
1.91,Ideal,5,G,SI2,2,12700
2.01,Premium,4,H,SI2,2,11825
0.7,Ideal,5,G,IF,8,3672
0.34,Premium,4,E,SI2,2,477
0.31,Premium,4,F,IF,8,977
0.9,Very Good,3,F,SI1,3,3950
1.24,Ideal,5,F,VS2,5,9073
1.23,Premium,4,F,VS2,5,9333
1.28,Ideal,5,F,VS1,4,12061
0.9,Fair,1,J,VS2,5,2815
0.8,Very Good,3,D,IF,8,6834
0.5,Ideal,5,E,VS2,5,1746
1.0,Fair,1,E,SI1,3,4140
0.5,Very Good,3,H,VS2,5,1302
0.32,Ideal,5,E,VS1,4,842
0.31,Ideal,5,D,SI1,3,732
0.56,Premium,4,F,VS2,5,1778
0.54,Ideal,5,G,VS2,5,1422
0.56,Ideal,5,G,SI1,3,1345
1.54,Premium,4,H,VS2,5,11663
0.31,Ideal,5,D,SI1,3,732
1.5,Premium,4,H,I1,1,4022
0.34,Ideal,5,H,VS2,5,537
0.43,Premium,4,F,VS1,4,1056
0.5,Very Good,3,E,SI1,3,1331
1.01,Very Good,3,F,SI1,3,4969
1.01,Premium,4,G,VS2,5,6108
1.54,Ideal,5,G,VVS1,7,16169
1.0,Very Good,3,H,VVS2,6,5929
2.15,Ideal,5,I,SI2,2,14519
1.23,Good,2,H,SI1,3,5490
0.73,Very Good,3,E,SI1,3,2441
0.33,Ideal,5,H,IF,8,838
1.12,Ideal,5,G,I1,1,3945
1.27,Very Good,3,H,VS1,4,8235
0.71,Good,2,D,SI2,2,2436
1.05,Ideal,5,I,SI2,2,4723
0.3,Very Good,3,I,IF,8,810
0.56,Ideal,5,E,VVS2,6,2696
0.32,Ideal,5,D,VVS2,6,1066
0.3,Premium,4,D,SI1,3,709
0.73,Good,2,E,SI2,2,2388
0.58,Premium,4,J,VS2,5,1233
0.3,Good,2,G,VVS1,7,789
0.33,Ideal,5,F,VVS1,7,880
1.01,Very Good,3,E,SI1,3,5372
0.33,Premium,4,G,VVS1,7,810
1.02,Very Good,3,F,SI2,2,4162
1.14,Very Good,3,D,SI2,2,4957
0.45,Ideal,5,G,IF,8,1377
0.32,Ideal,5,D,VS2,5,671
0.9,Ideal,5,F,VS1,4,5386
0.36,Ideal,5,G,SI2,2,505
0.96,Very Good,3,H,SI1,3,4064
0.32,Ideal,5,I,IF,8,673
0.51,Ideal,5,E,VS1,4,2075
0.31,Premium,4,J,SI1,3,465
0.51,Good,2,G,SI1,3,1312
1.07,Premium,4,F,SI2,2,4644
1.53,Ideal,5,H,SI2,2,7617
0.54,Ideal,5,F,VS1,4,1774
1.01,Very Good,3,E,VVS2,6,9642
0.41,Ideal,5,I,VVS2,6,1061
0.96,Fair,1,J,SI1,3,2517
0.31,Premium,4,G,VS1,4,802
1.71,Good,2,G,SI2,2,6847
0.41,Ideal,5,F,VS1,4,1007
0.56,Very Good,3,F,VS2,5,1627
0.33,Ideal,5,F,VVS2,6,1040
0.31,Ideal,5,H,VVS2,6,802
0.5,Ideal,5,D,SI2,2,1332
0.57,Premium,4,G,VS2,5,1728
0.46,Very Good,3,D,VS2,5,1321
1.01,Premium,4,H,SI1,3,4559
0.92,Premium,4,G,VS2,5,4287
0.57,Ideal,5,E,VS2,5,1949
0.39,Ideal,5,F,VVS2,6,988
0.94,Premium,4,E,SI1,3,4661
1.71,Ideal,5,J,VVS2,6,10945
0.73,Ideal,5,G,SI1,3,3089
0.39,Very Good,3,E,VS2,5,808
0.3,Ideal,5,E,VS2,5,844
1.5,Fair,1,E,SI2,2,7560
0.5,Very Good,3,G,SI1,3,1286
1.0,Good,2,F,VS2,5,6183
0.53,Ideal,5,F,IF,8,2447
1.21,Good,2,H,SI1,3,5893
1.05,Premium,4,D,SI1,3,5762
0.36,Ideal,5,E,VS1,4,852
0.41,Ideal,5,I,VS1,4,878
0.25,Premium,4,E,VS1,4,558
0.32,Very Good,3,F,VS1,4,798
0.83,Ideal,5,J,VS2,5,2742
0.58,Ideal,5,I,VVS1,7,1580
1.01,Good,2,E,SI1,3,4563
2.14,Premium,4,I,VS2,5,15559
0.38,Ideal,5,E,VVS1,7,1245
1.52,Ideal,5,J,SI1,3,7356
0.9,Good,2,H,SI2,2,3160
0.3,Premium,4,E,VVS2,6,789
0.25,Very Good,3,F,VVS2,6,548
0.52,Ideal,5,D,SI1,3,1429
0.36,Ideal,5,D,SI1,3,663
1.52,Premium,4,G,I1,1,3820
0.54,Ideal,5,G,VVS1,7,2041
1.01,Premium,4,F,VS1,4,7372
0.3,Ideal,5,G,IF,8,844
1.29,Ideal,5,J,SI1,3,6327
0.59,Ideal,5,E,SI1,3,1633
1.72,Premium,4,H,SI1,3,9266
0.31,Very Good,3,E,SI1,3,507
0.32,Ideal,5,J,IF,8,521
